drug_name,generic_name,dosage_form,shortage_reason,start_date,end_date,status,company,source_url,scraped_at
Bleomycin Sulfate Injection,Bleomycin Sulfate Injection,Injection,,06/13/2025,,To Be Discontinued,"Hospira, Inc., a Pfizer Company",,"Hematology, Oncology, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983369
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Demand increase for the drug,06/13/2018,,Current,Eugia US LLC,Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983378
Travoprost Solution/Drops,Travoprost Solution/Drops,Solution/Drops,,03/18/2025,,To Be Discontinued,Sandoz Inc.,,Ophthalmology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983386
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Discontinuation of the manufacture of the drug,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983394
Bumetanide Tablet,Bumetanide Tablet,Tablet,,05/02/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983403
Allopurinol Tablet,Allopurinol Tablet,Tablet,,02/19/2026,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,"Oncology, Renal, Rheumatology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983412
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,,02/22/2012,,Current,Sintetica US,Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983420
Bumetanide Tablet,Bumetanide Tablet,Tablet,,05/02/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983429
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,"Elite Laboratories, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983437
Azithromycin Injection,Azithromycin Injection,Injection,,01/20/2026,,To Be Discontinued,Pfizer Inc.,,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983446
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,07/14/2023,,Current,"Teva Pharmaceuticals USA, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983455
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,02/20/2018,,Current,"Fresenius Kabi USA, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983466
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,,02/20/2018,,Current,"Hospira, Inc., a Pfizer Company",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983483
Lidocaine Hydrochloride Injection,Lidocaine Hydrochloride Injection,Injection,Demand increase for the drug,02/22/2012,,Current,"Fresenius Kabi USA, LLC",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983492
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,02/20/2018,,Current,"Fresenius Kabi USA, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983502
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,"Hikma Pharmaceuticals USA, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983511
Benztropine Mesylate Injection,Benztropine Mesylate Injection,Injection,,01/27/2026,,To Be Discontinued,"Fresenius Kabi USA, LLC",,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983521
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,,07/14/2023,,Current,Alvogen,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983530
Calcitriol Capsule,Calcitriol Capsule,Capsule,,12/04/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983541
Dexamethasone Sodium Phosphate Injection,Dexamethasone Sodium Phosphate Injection,Injection,,02/08/2019,,Current,"Hikma Pharmaceuticals USA, Inc.",Available,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983554
"Methylphenidate Hydrochloride Tablet, Extended Release","Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,,07/26/2023,,Current,Janssen Pharmaceuticals,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983566
Dexamethasone Sodium Phosphate Injection,Dexamethasone Sodium Phosphate Injection,Injection,,02/08/2019,,Current,"Somerset Therapeutics, LLC",Available,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983576
Metronidazole Injection,Metronidazole Injection,Injection,,01/13/2022,,Current,Baxter Healthcare,Available,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983587
Clindamycin Phosphate Injection,Clindamycin Phosphate Injection,Injection,,03/21/2023,,Current,Sandoz Inc.,Available,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983596
"Methylphenidate Hydrochloride Tablet, Extended Release","Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,Shortage of an active ingredient,07/26/2023,,Current,"Lannett Company, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983605
Clonazepam Tablet,Clonazepam Tablet,Tablet,,03/10/2023,,Current,Rubicon Research Private Limited,Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983615
Carbamazepine Tablet,Carbamazepine Tablet,Tablet,,06/10/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983625
Lisdexamfetamine Dimesylate Capsule,Lisdexamfetamine Dimesylate Capsule,Capsule,Shortage of an active ingredient,07/14/2023,,Current,SpecGx LLC,Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983634
Carboplatin Injection,Carboplatin Injection,Injection,,04/28/2023,,Current,"Hospira, Inc., a Pfizer Company",Available,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983644
Methotrexate Sodium Injection,Methotrexate Sodium Injection,Injection,Demand increase for the drug,03/13/2023,,Current,"Fresenius Kabi USA, LLC",Available,"Rheumatology, Oncology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983653
Bupivacaine Hydrochloride Injection,Bupivacaine Hydrochloride Injection,Injection,Demand increase for the drug | Delay in shipping of the drug,02/20/2018,,Current,"Fresenius Kabi USA, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983663
"Lisdexamfetamine Dimesylate Tablet, Chewable","Lisdexamfetamine Dimesylate Tablet, Chewable","Tablet, Chewable",,07/14/2023,,Current,Novadoz Pharmaceuticals LLC,Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983673
Amino Acid Injection,Amino Acid Injection,Injection,,12/08/2020,,Current,B. Braun Medical Inc.,Available,Gastroenterology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983682
Carboplatin Injection,Carboplatin Injection,Injection,Delay in shipping of the drug,04/28/2023,,Current,"Teva Pharmaceuticals USA, Inc.",Available,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983691
Memantine Hydrochloride Tablet,Memantine Hydrochloride Tablet,Tablet,,04/28/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Neurology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983701
Clindamycin Phosphate Injection,Clindamycin Phosphate Injection,Injection,,03/21/2023,,Current,Sandoz Inc.,Available,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983710
"Methylphenidate Hydrochloride Tablet, Extended Release","Methylphenidate Hydrochloride Tablet, Extended Release",Tablet,Discontinuation of the manufacture of the drug,07/26/2023,,Current,"Sun Pharmaceutical Industries, Inc.",Unavailable,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983719
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection","Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Injection,Delay in shipping of the drug,02/20/2018,,Current,"Fresenius Kabi USA, LLC",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983730
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,"Lannett Company, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983740
Carboplatin Injection,Carboplatin Injection,Injection,,04/28/2023,,Current,"Hospira, Inc., a Pfizer Company",Available,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983751
Clonazepam Tablet,Clonazepam Tablet,Tablet,,03/10/2023,,Current,Rubicon Research Private Limited,Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983761
Methotrexate Injection,Methotrexate Injection,Injection,,08/29/2025,,To Be Discontinued,"Assertio Specialty Pharmaceuticals, LLC",,Rheumatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983770
Clonazepam Tablet,Clonazepam Tablet,Tablet,,03/10/2023,,Current,Rubicon Research Private Limited,Available,"Neurology, Pediatric, Psychiatry",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983779
Methylprednisolone Acetate Injection,Methylprednisolone Acetate Injection,Injection,Shortage of an active ingredient,12/15/2021,,Current,Sagent Pharmaceuticals,Unavailable,Rheumatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983788
Carboplatin Injection,Carboplatin Injection,Injection,Delay in shipping of the drug,04/28/2023,,Current,"Teva Pharmaceuticals USA, Inc.",Limited Availability,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983798
"Methylphenidate Film, Extended Release","Methylphenidate Film, Extended Release","Film, Extended Release",,02/28/2025,,Current,"Noven Pharmaceuticals, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983814
Clindamycin Phosphate Injection,Clindamycin Phosphate Injection,Injection,,03/21/2023,,Current,Sandoz Inc.,Available,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983823
Docetaxel Injection,Docetaxel Injection,Injection,,06/24/2025,,To Be Discontinued,Pfizer Inc.,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983833
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,,10/12/2022,,Current,"Teva Pharmaceuticals USA, Inc.",Available,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983842
Dopamine Hydrochloride Injection,Dopamine Hydrochloride Injection,Injection,,11/06/2017,,Current,"Hospira, Inc., a Pfizer Company",Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983853
Quinapril Hydrochloride Tablet,Quinapril Hydrochloride Tablet,Tablet,Shortage of an active ingredient,01/19/2023,,Current,"Solco Healthcare US, LLC",Unavailable,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983863
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,,02/14/2022,,Current,Otsuka ICU Medical LLC,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983872
Omeprazole Delayed Release Capsule,Omeprazole Delayed Release Capsule,Capsule,,10/09/2025,,To Be Discontinued,Sandoz Inc.,,Gastroenterology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983882
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,Discontinuation of the manufacture of the drug | Demand increase for the drug,02/14/2022,,Current,Baxter Healthcare,Limited Availability,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983891
Dextrose Monohydrate 10% Injection,Dextrose Monohydrate 10% Injection,Injection,,03/01/2022,,Current,Baxter Healthcare,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983900
Methylprednisolone Acetate Injection,Methylprednisolone Acetate Injection,Injection,,12/15/2021,,Current,Pfizer Inc.,Available,Rheumatology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983909
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,,04/10/2020,,Current,Baxter Healthcare,Unavailable,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983918
Morphine Sulfate Injection,Morphine Sulfate Injection,Injection,Demand increase for the drug,10/31/2017,,Current,"Fresenius Kabi USA, LLC",Unavailable,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983926
Dexamethasone Sodium Phosphate Injection,Dexamethasone Sodium Phosphate Injection,Injection,Demand increase for the drug,02/08/2019,,Current,Eugia US LLC,Unavailable,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983935
Midazolam Hydrochloride Injection,Midazolam Hydrochloride Injection,Injection,,04/02/2020,,Current,Gland Pharma Limited,Available,"Anesthesia, Neurology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983945
Dexamethasone Sodium Phosphate Injection,Dexamethasone Sodium Phosphate Injection,Injection,Demand increase for the drug,02/08/2019,,Current,"Fresenius Kabi USA, LLC",Available,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983954
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,Discontinuation of the manufacture of the drug | Demand increase for the drug,02/14/2022,,Current,Baxter Healthcare,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983964
Midodrine Hydrochloride Tablet,Midodrine Hydrochloride Tablet,Tablet,,04/28/2025,,To Be Discontinued,"Upsher-Smith Laboratories, LLC",,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983974
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,,02/14/2022,,Current,Otsuka ICU Medical LLC,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983983
Naltrexone Hydrochloride Tablet,Naltrexone Hydrochloride Tablet,Tablet,,02/29/2024,,Resolved,"Sun Pharmaceutical Industries, Inc.",,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.983992
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,,04/10/2020,,Current,Baxter Healthcare,Limited Availability,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984000
Midazolam Hydrochloride Injection,Midazolam Hydrochloride Injection,Injection,Demand increase for the drug,04/02/2020,,Current,"Hikma Pharmaceuticals USA, Inc.",Unavailable,"Anesthesia, Neurology",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984009
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,,04/10/2020,,Current,Baxter Healthcare,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984018
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,,02/14/2022,,Current,B. Braun Medical Inc.,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984027
Morphine Sulfate Injection,Morphine Sulfate Injection,Injection,Demand increase for the drug,11/03/2017,,Current,"Hikma Pharmaceuticals USA, Inc.",Available,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984035
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,Discontinuation of the manufacture of the drug | Demand increase for the drug,02/14/2022,,Current,Baxter Healthcare,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984044
Pemetrexed Ditromethamine Injection,Pemetrexed Ditromethamine Injection,Injection,,07/17/2025,,To Be Discontinued,Pfizer Inc.,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984054
Dexmedetomidine Hydrochloride Injection,Dexmedetomidine Hydrochloride Injection,Injection,,04/10/2020,,Current,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984062
Nilutamide Tablet,Nilutamide Tablet,Tablet,,12/01/2025,,To Be Discontinued,Advanz Pharma (US) Corp.,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984071
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,,02/14/2022,,Current,Otsuka ICU Medical LLC,Available,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984079
Fentanyl Citrate Injection,Fentanyl Citrate Injection,Injection,,01/01/2012,,Current,"Fresenius Kabi USA, LLC",Unavailable,"Analgesia/Addiction, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984088
Anagrelide Hydrochloride Capsule,Anagrelide Hydrochloride Capsule,Capsule,,11/19/2025,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Hematology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984097
Fentanyl Citrate Injection,Fentanyl Citrate Injection,Injection,,01/01/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Analgesia/Addiction, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984109
Ropivacaine Hydrochloride Injection,Ropivacaine Hydrochloride Injection,Injection,,12/22/2020,,Current,"Caplin Steriles, Ltd.",Limited Availability,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984118
Everolimus Tablet,Everolimus Tablet,Tablet,,01/06/2026,,To Be Discontinued,"Endo Pharmaceuticals, Inc.",,Transplant,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984127
Rifampin Capsule,Rifampin Capsule,Capsule,Discontinuation of the manufacture of the drug,12/22/2021,,Current,"Epic Pharma, LLC",Unavailable,Anti-Infective,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984135
Fentanyl Citrate Injection,Fentanyl Citrate Injection,Injection,,01/01/2012,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,"Analgesia/Addiction, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984145
Doxercalciferol Injection,Doxercalciferol Injection,Injection,,12/10/2025,,To Be Discontinued,Sanofi-Aventis U.S. LLC,,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984156
Oxaprozin Tablet,Oxaprozin Tablet,Tablet,,07/17/2025,,To Be Discontinued,"Hospira, Inc., a Pfizer Company",,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984168
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984177
Atazanavir Sulfate Capsule,Atazanavir Sulfate Capsule,Capsule,,06/04/2025,,To Be Discontinued,Bristol Myers Squibb Co.,,Antiviral,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984187
Dextrose Monohydrate 5% Injection,Dextrose Monohydrate 5% Injection,Injection,Discontinuation of the manufacture of the drug | Demand increase for the drug,02/14/2022,,Current,Baxter Healthcare,Unavailable,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984196
Pilocarpine Hydrochloride Tablet,Pilocarpine Hydrochloride Tablet,Tablet,,09/19/2025,,To Be Discontinued,"Actavis Pharma, Inc.",,Other,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984206
Dopamine Hydrochloride Injection,Dopamine Hydrochloride Injection,Injection,,11/06/2017,,Current,"Hospira, Inc., a Pfizer Company",Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984215
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,Demand increase for the drug,10/14/2016,,Current,"Fresenius Kabi USA, LLC",Unavailable,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984224
Pemetrexed Disodium Injection,Pemetrexed Disodium Injection,Injection,,10/16/2025,,To Be Discontinued,Eli Lilly and Co.,,Oncology,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984234
Everolimus Tablet,Everolimus Tablet,Tablet,,03/02/2026,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Transplant,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984300
Quinapril Hydrochloride Tablet,Quinapril Hydrochloride Tablet,Tablet,,10/01/2025,,To Be Discontinued,Pfizer Inc.,,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984310
Dopamine Hydrochloride Injection,Dopamine Hydrochloride Injection,Injection,,11/06/2017,,Current,"Hospira, Inc., a Pfizer Company",Unavailable,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984319
"Potassium Citrate Tablet, Extended Release","Potassium Citrate Tablet, Extended Release",Tablet,,07/17/2025,,To Be Discontinued,Watson Pharma Private Limited,,Renal,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984330
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Limited Availability,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984372
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,Demand increase for the drug,10/14/2016,,Current,"Fresenius Kabi USA, LLC",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984395
Promethazine Hydrochloride Injection,Promethazine Hydrochloride Injection,Injection,Demand increase for the drug,11/21/2023,,Current,"Hikma Pharmaceuticals USA, Inc.",Available,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984409
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Tablet,Shortage of an active ingredient,10/12/2022,,Current,"Elite Laboratories, Inc.",Limited Availability,Psychiatry,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984422
Rocuronium Bromide Injection,Rocuronium Bromide Injection,Injection,Demand increase for the drug,02/15/2023,,Current,Eugia US LLC,Available,Anesthesia,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984434
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection","Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Injection,,02/22/2012,,Current,"Hospira, Inc., a Pfizer Company",Available,"Anesthesia, Pediatric",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984445
Quinapril/Hydrochlorothiazide Tablet,Quinapril/Hydrochlorothiazide Tablet,Tablet,,01/19/2023,,Current,Chartwell Molecular Holdings LLC,Available,Cardiovascular,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984458
Everolimus Tablet,Everolimus Tablet,Tablet,,03/02/2026,,To Be Discontinued,"Teva Pharmaceuticals USA, Inc.",,Transplant,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984473
Insulin Lispro Injection,Insulin Lispro Injection,Injection,,10/24/2025,,To Be Discontinued,Eli Lilly and Co.,,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984483
Sodium Acetate Injection,Sodium Acetate Injection,Injection,,02/03/2016,,Current,"Hospira, Inc., a Pfizer Company",Available,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984493
Insulin Aspart Injection,Insulin Aspart Injection,Injection,,07/21/2025,,To Be Discontinued,"Novo Nordisk, Inc.",,Endocrinology/Metabolism,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984503
Sterile Water Injection,Sterile Water Injection,Injection,,11/23/2021,,Current,"Hikma Pharmaceuticals USA, Inc.",Available,Other,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984512
Hydromorphone Hydrochloride Injection,Hydromorphone Hydrochloride Injection,Injection,,10/31/2017,,Current,"Hospira, Inc., a Pfizer Company",Available,Analgesia/Addiction,https://api.fda.gov/drug/shortages.json,False,2026-03-09T17:17:48.984535
